xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	2.26009e+24	1.20788e+07	7.35898e+37	1.39557e+02
1.02332e-03	2.10906e+24	1.20788e+07	6.86720e+37	1.39557e+02
1.04719e-03	1.96812e+24	1.20788e+07	6.40829e+37	1.39557e+02
1.07161e-03	1.83659e+24	1.20788e+07	5.98005e+37	1.39557e+02
1.09660e-03	1.71386e+24	1.20788e+07	5.58043e+37	1.39557e+02
1.12218e-03	1.59933e+24	1.20788e+07	5.20751e+37	1.39557e+02
1.14835e-03	1.49245e+24	1.20788e+07	4.85951e+37	1.39557e+02
1.17513e-03	1.39272e+24	1.20788e+07	4.53477e+37	1.39557e+02
1.20254e-03	1.29965e+24	1.20788e+07	4.23172e+37	1.39557e+02
1.23059e-03	1.21280e+24	1.20788e+07	3.94893e+37	1.39557e+02
1.25929e-03	1.13175e+24	1.20788e+07	3.68504e+37	1.39557e+02
1.28866e-03	1.05612e+24	1.20788e+07	3.43878e+37	1.39557e+02
1.31871e-03	9.85543e+23	1.20788e+07	3.20898e+37	1.39557e+02
1.34947e-03	9.19682e+23	1.20788e+07	2.99454e+37	1.39557e+02
1.38094e-03	8.58223e+23	1.20788e+07	2.79442e+37	1.39557e+02
1.41315e-03	8.00871e+23	1.20788e+07	2.60768e+37	1.39557e+02
1.44611e-03	7.47352e+23	1.20788e+07	2.43342e+37	1.39557e+02
1.47983e-03	6.97409e+23	1.20788e+07	2.27081e+37	1.39557e+02
1.51435e-03	6.50804e+23	1.20788e+07	2.11906e+37	1.39557e+02
1.54966e-03	6.07313e+23	1.20788e+07	1.97745e+37	1.39557e+02
1.58581e-03	5.66728e+23	1.20788e+07	1.84530e+37	1.39557e+02
1.62279e-03	5.28856e+23	1.20788e+07	1.72199e+37	1.39557e+02
1.66064e-03	4.93515e+23	1.20788e+07	1.60691e+37	1.39557e+02
1.69937e-03	4.60535e+23	1.20788e+07	1.49953e+37	1.39557e+02
1.73900e-03	4.29759e+23	1.20788e+07	1.39932e+37	1.39557e+02
1.77956e-03	4.01040e+23	1.20788e+07	1.30581e+37	1.39557e+02
1.82106e-03	3.74240e+23	1.20788e+07	1.21855e+37	1.39557e+02
1.86354e-03	3.49231e+23	1.20788e+07	1.13712e+37	1.39557e+02
